,,Defended,Left alone,Beaten,Edged,Caught,Runout,Stumped,Bowled,LBW,Boundary_bat,Runs_bat,Boundary_extras,R_extras,Catch_drop,Stumping_missed,Runout_missed,Bouncer,Yorker,Overthrow,great_save,poor_fielding,
853,"Topley to Wahab Riaz, no run, excellent yorker, dug out back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,"Topley to Wahab Riaz, no run, gets beaten by another slower one outside off as he tries to cut",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,"Topley to Wahab Riaz, 1 run, driven square through the off side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
856,"Topley to Zafar Gohar, 1 run, dropped into the off side, a tight single...could have been close with a direct hit. Probably out with a hit!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
857,"Topley to Wahab Riaz, 2 runs, a controlled edge down to third man, he comes back for a dicey second and has to dive to make his crease...the ball bounce awkwardly at Buttler who couldn't gather it. Might have had time to break the stumps",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858,"Topley to Wahab Riaz, 1 run, driven to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
859,"Willey to Wahab Riaz, 1 run, cut firmly out to deep point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
860,"Willey to Zafar Gohar, 1 run, swings a low full toss in the air over square leg, deep midwicket gets around, they wanted a second for a moment but settled at one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861,"Willey to Wahab Riaz, no run, full outside off, he drives over the top of it",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,"Willey to Wahab Riaz, 1 run, deflected down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863,"Willey to Zafar Gohar, SIX, a boundary! And it's the full lot. Terrific shot on debut, gets good leverage on a full ball, stays in the crease, swings through the line over long-on",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
864,"Willey to Zafar Gohar, no run, misses out on a low full toss this time, clipped to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,"Topley to Wahab Riaz, no run, dabbed to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,"Topley to Wahab Riaz, no run, another cutter, beats him on the inside edge as he aims to the leg side...actually, a back-of-the-hand slower ball",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,"Topley to Wahab Riaz, 1 run, on the pads, flicked to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
868,"Topley to Zafar Gohar, 2 runs, good bit of invention now from Gohar, steps across his crease and scoops a full toss behind square...he doesn't lack for confidence",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
869,"Topley to Zafar Gohar, 1 run, slices this in the air, down the ground, but it lands short of long off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
870,"Topley to Wahab Riaz, no run, another slower one outside off, he misses his dab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"Woakes to Zafar Gohar, 2 runs, lovely strike and, I think, superb fielding...lofted straight down the ground over mid-off, but it doesn't skip across the outfield and gets flicked back",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
872,"Woakes to Zafar Gohar, no run, swing and a miss to a full ball outside off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,"Woakes to Zafar Gohar, OUT, gone this time, swinging to leg against a back-of-a-length delivery and gets a top edge through to Buttler. Been a short-ball day for Woakes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,"Woakes to Mohammad Irfan, no run, full outside off, driven to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,"Woakes to Mohammad Irfan, no run, yorker, dug out to the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
876,"Woakes to Mohammad Irfan, no run, full and straight, manages to keep it out with a nudge to mid-on",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,"Topley to Wahab Riaz, no run, full and straight, aims to swing down the ground, slices as the bat turns and lobs towards mid-off but he declines the single",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,"Topley to Wahab Riaz, SIX, he's connected this time! Almost a slog-sweep, goes down on one knee and picks it from outside off with a mighty swing over deep midwicket",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
879,"Topley to Wahab Riaz, 1 run, dropped! A blemish from England. He heaves this into the leg side, picks out deep square where Root shells one that he would normally swallow",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
880,"Topley to Mohammad Irfan, no run, that came out wrong, a loopy full toss slower ball which Irfan lets through to the keeper then questions if it should have been a no-ball. Waist height to Irfan is a beaming to other players",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,"Topley to Mohammad Irfan, no run, full outside off, jabbed to point...crowd cheering the blocks from Irfan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,"Topley to Mohammad Irfan, no run, a straight, low full toss which is carefully pushed to cover so he survives the over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,"Willey to Wahab Riaz, no run, a yorker which is driven firmly to cover who is on the edge of the circle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
884,"Willey to Wahab Riaz, no run, top edge, but falls into space! And in the end it's a dot ball. Back of a length, heaves to the leg side, takes a top edge and doesn't carry to long on",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,"Willey to Wahab Riaz, no run, cracked straight down the ground this time and the run is declined again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,"Willey to Wahab Riaz, SIX, this time he gets it! Short of a length, Wahab keeps swinging hard and he muscles it over deep midwicket to bring up Pakistan's 200",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
887,"Willey to Wahab Riaz, no run, full on the pads, deflects into the leg side, straight back to the bowler so can't get the single",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,"Willey to Wahab Riaz, 1 run, works a low full toss into the vacant midwicket area and trots the single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
889,"Woakes to Wahab Riaz, SIX, another fantastic strike! Not the best delivery from Woakes, a driveable length outside off, and it gets absolutely hammered, flat over long-off",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
890,"Woakes to Wahab Riaz, no run, he's given lbw but reviews straight away. Hit it? Yes, massive inside edge into the back pad so this will be overturned",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,"Woakes to Wahab Riaz, no run, he's given lbw again! And he reviews again. Wasn't an instant review this time. This one might be missing leg. Hit the back foot full, but very leg-side. Missing leg stump. He survives again. What scenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,"Woakes to Wahab Riaz, 1 run, now he tries to scoop, gets across outside off and flicks it behind square on the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
893,"Woakes to Mohammad Irfan, OUT, cleaned up! Full, straight, Irfan swung and Woakes hit off stump...he finishes with four wickets, so eight in his last two innings",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,"Mohammad Irfan to Roy, no run, full at off stump, driven firmly to mid-on",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,"Mohammad Irfan to Roy, no run, gets forward into a full delivery at middle and off, pushed just the left of mid-off and he can't get a single",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,"Mohammad Irfan to Roy, no run, touch shorter in length, 84mph, Roy moves onto off stump and defends to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,"Mohammad Irfan to Roy, no run, walks into a solid defensive push and finds mid-off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,"Mohammad Irfan to Roy, FOUR, finds space this time, just a hint of width outside off and Roy waits for it to come slowly off the surface then square drives between point and cover",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899,"Mohammad Irfan to Roy, 1 run, good response from Irfan, short of a length, grips on the surface and is defended a little awkwardly into the off side and he steals a single towards mid-off",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
900,"Anwar Ali to Roy, no run, full at off stump, defended on the front foot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,"Anwar Ali to Roy, FOUR, lovely piece of timing, a short-arm punch with a straight bat in front of square as he flicks away a length delivery from around off stump",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
902,"Anwar Ali to Roy, no run, full outside off, 79mph/127kph, chopped into the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,"Anwar Ali to Roy, no run, flicks this from outside off into the leg side but midwicket cuts it off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,"Anwar Ali to Roy, no run, movement back into Roy - bowlers often try to exploit the gap between bat and pad - and this is well bowled by Anwar as he keeps it full",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,"Anwar Ali to Roy, no run, a touch slower, 72mph, and Roy is nearly early on his drive as he comes forward but manages to stop himself spooning it towards mid-off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,"Mohammad Irfan to Hales, no run, short of a length, Hales defends his first delivery to the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,"Mohammad Irfan to Hales, 1 run, gets a thick edge wide of second slip, wasn't a chance, as Hales drove with hard hands at a full delivery angled across him and it runs to third man",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
908,"Mohammad Irfan to Roy, no run, on middle and off, 85mph/137kph, defended to the covers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,"Mohammad Irfan to Roy, no run, pushed across shorter and wider outside off, Roy chases it and doesn't make contact",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,"Mohammad Irfan to Roy, no run, beaten again! This is a good delivery, angled across full outside off, Roy is feeling for it away from his body",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,"Mohammad Irfan to Roy, no run, drives square to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,"Anwar Ali to Hales, no run, full at off stump, offering to come back into Hales, someone else whose technique to the ball angling into him has been tested, defended back to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,"Anwar Ali to Hales, no run, onto the front foot and pushed back down the pitch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,"Anwar Ali to Hales, no run, this one keeps a fraction low, a straight delivery, flicked into the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,"Anwar Ali to Hales, 2 runs, a little fuller this time, keeps it on the stumps, driven towards mid-on where Wahab can't stop it cleanly and gives away an extra run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
916,"Anwar Ali to Hales, no run, full outside off, 69mph/112kph, and driven back to the bowler without much timing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,"Anwar Ali to Hales, 1 run, a good-looking on-drive from Hales but he can't beat mid-on who gets across",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
918,"Mohammad Irfan to Hales, FOUR, cracked away! Dropped in short by Irfan, plenty of time to pick the length off a slow pitch and Hales pulls it firmly in front of square",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
919,"Mohammad Irfan to Hales, no run, adjusts his line and length, fuller outside off, driven to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,"Mohammad Irfan to Hales, no run, excellent delivery, nearly gets a yorker underneath Hales' bat but he's able to dig it out to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
921,"Mohammad Irfan to Hales, no run, slash and a miss at a delivery pushed wider outside off, dies off the surface through to Sarfraz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,"Mohammad Irfan to Hales, no run, works a straight delivery back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,"Mohammad Irfan to Hales, 1 run, drives at a full delivery, goes in the air backward of point down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
924,"Anwar Ali to Hales, no run, back of a length at off stump, punched to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,"Anwar Ali to Hales, no run, opens his stance a touch to try and open the off side but can only pick out cover again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,"Anwar Ali to Hales, 1 run, comes down the pitch, he's itching to get after Anwar, then swings a length delivery over the leg side and falls well in front of the man running around from deep square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
927,"Anwar Ali to Roy, FOUR, that's a lovely from Roy, a wonderful clean strike as he uses his feet to shuffle down at Anwar then dispatches a full delivery clean over mid-on...elegant",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
928,"Anwar Ali to Roy, no run, loses his shape this time, coming down the pitch again and aims a hoick through the leg side but gets beaten...ball goes between leg stump and the batsman",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,"Anwar Ali to Roy, no run, short of a length outside off, sweetly timed off the back foot but finds cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,"Mohammad Irfan to Hales, 1 run, short on leg stump, Hales gets inside the line and flicks to long leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
931,"Mohammad Irfan to Roy, 2 runs, full at leg stump this time, flicked off his pads",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
932,"Mohammad Irfan to Roy, 1 run, flips a length delivery into midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
933,"Mohammad Irfan to Hales, 1 run, opens the face and runs a delivery outside off down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
934,"Mohammad Irfan to Roy, no run, gets beaten under the bottom edge as he tries to square cut a delivery",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,"Mohammad Irfan to Roy, no run, a beauty! A terrific delivery, full on off stump, a cutter from Irfan which may have gripped a touch and beats Roy's outside edge",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,"Yasir Shah to Hales, 1 run, worked into the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
937,"Yasir Shah to Roy, no run, pushed to the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,"Yasir Shah to Roy, FOUR, well, well...he's brought out the reverse sweep (or club, in fact a switch hit) as he takes this from outside leg stump and lofts it over point",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
939,"Yasir Shah to Roy, no run, comes down the pitch then pads into the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,"Yasir Shah to Roy, no run, onto the back foot and pushed to the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,"Yasir Shah to Roy, 1 wide, slips down the leg side and called a wide",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
942,"Yasir Shah to Roy, no run, pushed back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,"Wahab Riaz to Hales, FOUR, close! Drives firmly and edges a full delivery just wide of the lone slip down to third man",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
944,"Wahab Riaz to Hales, no run, full at middle, defended back down the pitch",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,"Wahab Riaz to Hales, 1 run, driven into the off side and beats a diving cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
946,"Wahab Riaz to Roy, 1 run, comes forward and defends to backward point, another fumble in the field allows a single...Pakistan not as sharp so far today. Actually, the fielder beaten by the spin there",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
947,"Wahab Riaz to Hales, no run, tight on middle and off, defended to the leg side...that one registered at 91mph",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,"Wahab Riaz to Hales, no run, shorter in length, no width for Hales to work with, played into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,"Yasir Shah to Roy, 1 run, uses his feet, chips the delivery over the in-field and it lands short of deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
950,"Yasir Shah to Hales, 2 runs, this is a more controlled version of the stroke, staying in his crease and flicks it along the ground wide of mid-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
951,"Yasir Shah to Hales, no run, full and whipped to mid-on",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,"Yasir Shah to Hales, FOUR, goes for the sweep, gets it towards short fine leg where Irfan basically falls over attempting to reach the ball",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
953,"Yasir Shah to Hales, no run, driven to the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,"Yasir Shah to Hales, FOUR, that's a delightful way to bring up the fifty as Hales eases into the front foot drives through the covers...no brute force, just timing and placement",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
955,"Wahab Riaz to Roy, 2 runs, worked through midwicket with a straight bat",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
956,"Wahab Riaz to Roy, no run, short ball, over off stump, 89mph and Roy sways out of the line",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,"Wahab Riaz to Roy, 2 runs, superb placement from Roy as he drives off the back foot being point, it looks like it might beat third man but there's a good diving save",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
958,"Wahab Riaz to Roy, 1 run, full outside off, slower ball at 73mph/117kph, driven to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
959,"Wahab Riaz to Hales, 1 wide, appeal for a catch down the leg side...then the umpire signals wide. Thought I heard a sound of pad. Yes, it did. Harsh call.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
960,"Wahab Riaz to Hales, 1 run, back of a length on off stump, driven into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
961,"Wahab Riaz to Roy, 2 runs, a rasping pull from Roy as Wahab drops short, sends it in front of square but deep square is able to get around",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
962,"Yasir Shah to Hales, no run, on off stump, he's forward and defends",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,"Yasir Shah to Hales, no run, works a straight delivery into the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,"Yasir Shah to Hales, 1 wide, angled down the leg side, another wide",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
965,"Yasir Shah to Hales, 1 run, short outside off, cut to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
966,"Yasir Shah to Roy, 1 run, comes forward and bunts the delivery to long-off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
967,"Yasir Shah to Hales, no run, touch shorter, rocks onto the back foot and drives to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,"Yasir Shah to Hales, 1 run, strangled appeal for lbw as Hales flicks this towards short fine leg...sensible strike-rotation by the pair",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
969,"Shoaib Malik to Hales, 1 run, round the wicket, full outside off, driven to the left of mid-off where Irfan uses his boot stop the ball...well, it is a long way down for him",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
970,"Shoaib Malik to Roy, no run, down the pitch then clips to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,"Shoaib Malik to Roy, no run, well bowled, some spin there for Malik and it takes an inside edge from Roy which Sarfraz can't gather",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,"Shoaib Malik to Roy, FOUR, strong response as he brings out a powerful sweep from outside off and sends it whistling in front of square",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
973,"Shoaib Malik to Roy, 1 run, tucked off the pads through square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
974,"Shoaib Malik to Hales, 1 run, worked into the leg side as he closes the face",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
975,"Yasir Shah to Hales, 1 run, full at the stumps, driven down the ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
976,"Yasir Shah to Roy, no run, can't beat the bowler this time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,"Yasir Shah to Roy, no run, this time Yasir dives to his left to make a good save",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,"Yasir Shah to Roy, 1 run, finds space down the ground this time",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
979,"Yasir Shah to Hales, no run, another edge? Hales driving off the back foot, maybe a thin bottom edge. Not sure. Either way, very tough for Sarfraz",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,"Yasir Shah to Hales, no run, driven to the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,"Shoaib Malik to Roy, no run, neat footwork then he clips to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,"Shoaib Malik to Roy, 2 runs, another reverse sweep, gets it down towards third man, good save on the boundary",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
983,"Shoaib Malik to Roy, FOUR, uses his feet again and then drives superbly inside out over mid-off who is inside the circle. Excellent control",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
984,"Shoaib Malik to Roy, 1 run, flicked off the stumps behind square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
